Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
372.63326	33.20344	33.78849	34.12001	34.24303	34.20907	34.01756	33.04522	31.99914	31.10782	29.63958	28.1397	27.19645	25.44575	23.95563
375.13351	32.58054	33.16916	33.58665	33.76699	33.75452	33.62748	32.81633	31.89205	31.05804	29.6686	28.20982	27.28859	25.54155	24.0441
377.63376	32.00411	32.61424	33.08545	33.30877	33.30705	33.24807	32.57303	31.75979	30.99027	29.68681	28.27251	27.36596	25.62993	24.12514
380.13401	31.47083	32.08454	32.61307	32.87579	32.88123	32.86524	32.3299	31.61695	30.91549	29.68008	28.31699	27.43614	25.71847	24.21734
382.63426	30.96956	31.59043	32.17269	32.46407	32.48025	32.51083	32.09728	31.47388	30.82257	29.65165	28.34658	27.48775	25.79577	24.29097
385.13351	30.50069	31.13589	31.75397	32.07042	32.09735	32.16733	31.85049	31.32023	30.70832	29.62694	28.37264	27.54317	25.87321	24.37943
387.63376	30.05024	30.69917	31.34591	31.70176	31.72152	31.83449	31.62511	31.15574	30.58682	29.59141	28.37661	27.58017	25.94325	24.44579
390.13401	29.62853	30.27449	30.97015	31.33317	31.37085	31.5053	31.37831	30.98417	30.46182	29.53088	28.38066	27.61358	26.01335	24.52691
392.63426	29.19941	29.86739	30.59043	30.98869	31.02368	31.18679	31.14218	30.80535	30.33674	29.47029	28.38096	27.6359	26.06504	24.60428
395.13451	28.8144	29.47504	30.2201	30.64405	30.68622	30.8791	30.90613	30.64094	30.19741	29.40259	28.36665	27.65463	26.1278	24.67806
397.63476	28.42573	29.09371	29.86079	30.30309	30.34159	30.5714	30.66649	30.45145	30.06166	29.33132	28.34867	27.66601	26.1869	24.75551
400.13501	28.06642	28.73808	29.52717	29.9915	30.02633	30.2759	30.43761	30.28346	29.92233	29.25192	28.31968	27.67739	26.23499	24.82562
402.63426	27.71445	28.38977	29.19722	29.66888	29.7184	29.97898	30.21754	30.10744	29.7794	29.16419	28.29067	27.66673	26.27205	24.8847
405.13451	27.38075	28.06341	28.88187	29.37188	29.4214	29.704	29.99395	29.93156	29.65074	29.08374	28.27262	27.6707	26.32373	24.95106
407.63476	27.05072	27.73338	28.57386	29.06755	29.13174	29.41068	29.76302	29.74467	29.51133	28.99963	28.22154	27.65999	26.36073	25.01742
410.13501	26.73553	27.42553	28.27703	28.78539	28.84591	29.15421	29.55794	29.56895	29.36491	28.90465	28.18528	27.64575	26.39053	25.08026
412.63526	26.44595	27.13228	27.99846	28.51416	28.58203	28.89767	29.34176	29.40783	29.21841	28.81327	28.1306	27.62411	26.40559	25.12835
415.13551	26.14528	26.84263	27.71248	28.23919	28.29971	28.63737	29.11818	29.21727	29.07048	28.70346	28.07585	27.59504	26.43892	25.18003
417.63576	25.86665	26.55299	27.44118	27.97891	28.04677	28.38811	28.92029	29.04875	28.91663	28.60466	28.0211	27.56598	26.44289	25.22804
420.13501	25.59549	26.29284	27.1847	27.72243	27.79029	28.14998	28.72253	28.88402	28.76659	28.49867	27.95914	27.53707	26.45801	25.2762
422.63526	25.3242	26.01421	26.9281	27.47316	27.54837	27.91539	28.52465	28.71183	28.62742	28.39987	27.90072	27.50433	26.47666	25.32788
425.13551	25.075	25.76867	26.67522	27.22763	27.3065	27.68453	28.3305	28.54704	28.48833	28.29381	27.83503	27.45333	26.47704	25.36496
427.63576	24.82204	25.51572	26.43327	26.99669	27.07557	27.4536	28.13259	28.38217	28.33446	28.19132	27.76557	27.4169	26.48099	25.39827
430.13601	24.57284	25.27753	26.19508	26.76584	26.84472	27.23009	27.93478	28.20637	28.19536	28.08892	27.70722	27.37323	26.4887	25.44268
432.63626	24.33082	25.03184	25.96408	26.52749	26.61371	27.01743	27.75148	28.04877	28.04877	27.98271	27.63404	27.32207	26.48892	25.47227
435.13651	24.09637	24.80473	25.72595	26.31139	26.39761	26.80867	27.56107	27.89139	27.9171	27.86939	27.56843	27.28582	26.48203	25.50942
437.63576	23.87285	24.57387	25.51712	26.09155	26.19245	26.60718	27.38894	27.73761	27.77066	27.76332	27.49172	27.23113	26.47874	25.53549
440.13601	23.65662	24.36131	25.29722	25.88266	25.97989	26.39829	27.20574	27.58378	27.63883	27.66452	27.42229	27.17271	26.46802	25.56515
442.63626	23.44777	24.15246	25.09571	25.67381	25.78572	26.21146	27.04093	27.43732	27.49606	27.55846	27.34191	27.13271	26.45004	25.58387
445.13651	23.23147	23.93982	24.8794	25.47585	25.58042	26.00983	26.85399	27.27607	27.36416	27.44857	27.27607	27.07788	26.4466	25.60612
447.63676	23.0263	23.73099	24.68158	25.26701	25.37892	25.81935	26.69287	27.12595	27.2324	27.35352	27.20304	27.02687	26.43229	25.63218
450.13701	22.81739	23.53308	24.48734	25.07645	25.19937	25.63613	26.528	26.97577	27.10057	27.24739	27.13361	26.97579	26.42525	25.65817
452.63726	22.61223	23.33159	24.28585	24.87496	24.99054	25.43831	26.3522	26.82199	26.96882	27.12664	27.04956	26.91377	26.4036	25.66221
455.13651	22.43629	23.14831	24.10625	24.69535	24.81093	25.27338	26.19828	26.68642	26.83691	27.03144	26.98006	26.86261	26.37446	25.68079
457.63676	22.24214	22.95783	23.91576	24.50854	24.63146	25.08657	26.02982	26.54365	26.70149	26.92905	26.89968	26.80793	26.36016	25.69952
460.13701	22.06266	22.77469	23.73629	24.33274	24.45933	24.91443	25.87604	26.40455	26.58807	26.81929	26.81929	26.74222	26.33482	25.69987
462.63726	21.88305	22.59875	23.56402	24.15313	24.27972	24.75318	25.72212	26.26532	26.4525	26.72777	26.73878	26.68373	26.32037	25.71111
465.13751	21.69249	22.41553	23.37713	23.96991	24.10751	24.5773	25.55725	26.1188	26.32801	26.61429	26.66567	26.6253	26.28764	25.72242
467.63776	21.52029	22.23598	23.20125	23.7977	23.93163	24.41243	25.40707	25.98696	26.21085	26.51549	26.58155	26.55953	26.2549	25.71904
470.13801	21.35542	22.06744	23.03638	23.63283	23.76309	24.24756	25.26055	25.85146	26.07903	26.41302	26.51211	26.4901	26.22951	25.71935
472.63726	21.27139	21.92102	22.87528	23.46439	23.613	24.08646	25.1178	25.72339	25.95828	26.31063	26.42073	26.43542	26.18951	25.72339
475.13751	21.24958	21.86618	22.76539	23.33248	23.48476	23.95455	24.98221	25.59514	25.83372	26.21175	26.35122	26.3659	26.17138	25.72361
477.63776	21.217	21.7969	22.66307	23.21181	23.36042	23.81553	24.83585	25.45612	25.72039	26.10944	26.27093	26.30396	26.13513	25.72406
480.13801	21.1988	21.76035	22.57514	23.11654	23.25414	23.71291	24.71856	25.33149	25.60677	26.01783	26.19033	26.24172	26.09858	25.72421
482.63826	21.18816	21.72401	22.51678	23.03983	23.17376	23.61052	24.59781	25.22175	25.49703	25.91911	26.1173	26.17602	26.06959	25.72092
485.13851	21.17385	21.68402	22.44742	22.95579	23.08237	23.50812	24.48808	25.10835	25.39462	25.82404	26.04425	26.11766	26.04058	25.7176
487.63876	21.15205	21.6512	22.38524	22.87893	23.00552	23.42025	24.37818	24.99846	25.28473	25.7325	25.96006	26.05182	26.00777	25.70681
490.13801	21.13773	21.6222	22.33423	22.81323	22.93982	23.34354	24.29047	24.90339	25.18968	25.63745	25.88336	25.99347	25.97145	25.70352
492.63826	21.13437	21.58581	22.27949	22.74381	22.85938	23.2521	24.18434	24.78993	25.09089	25.546	25.81393	25.93138	25.93505	25.68547
495.13851	21.10889	21.56401	22.243	22.6853	22.80087	23.18625	24.10014	24.70206	24.99936	25.46548	25.74075	25.86553	25.89123	25.67835
497.63876	21.10187	21.53863	22.1956	22.64157	22.75347	23.12784	24.01971	24.62162	24.91157	25.37769	25.65663	25.7961	25.85482	25.66397
500.13901	21.08748	21.51689	22.15551	22.58313	22.69504	23.06573	23.93925	24.52649	24.83113	25.30459	25.59453	25.74135	25.81108	25.64592
502.63926	21.08785	21.50258	22.11918	22.53212	22.64403	23.00738	23.86988	24.45712	24.75443	25.22422	25.52518	25.67933	25.77842	25.63161
505.13951	21.08074	21.48446	22.07904	22.49198	22.60389	22.95256	23.80038	24.37294	24.67391	25.15104	25.45934	25.61716	25.73828	25.61349
507.63876	21.05901	21.46273	22.03529	22.44089	22.5528	22.90514	23.73094	24.29983	24.6008	25.07793	25.39724	25.55873	25.6982	25.60644
510.13901	21.05557	21.45195	22.0135	22.40809	22.52	22.85399	23.67245	24.23032	24.53496	25.00108	25.32773	25.5039	25.65806	25.58465
