Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
695.72457	26.48054	26.01629	25.44232	25.21122	25.18122	24.9252	24.3137	23.84758	23.63471	23.20162	22.84561	22.6988	22.47125	22.2547
698.22482	26.48421	26.03831	25.47535	25.23324	25.21792	24.96558	24.34673	23.88061	23.67508	23.24199	22.87864	22.73183	22.49694	22.26204
700.72507	26.49523	26.05299	25.4937	25.26995	25.24361	24.99494	24.39444	23.93566	23.71912	23.2787	22.91534	22.75752	22.51529	22.26571
703.22532	26.49148	26.04925	25.4973	25.28455	25.25454	25.02055	24.42006	23.95761	23.75573	23.31897	22.94828	22.79046	22.54089	22.28397
705.72557	26.4989	26.06768	25.53041	25.30665	25.28399	25.04266	24.4495	23.99439	23.78883	23.35208	22.98505	22.81255	22.55931	22.29505
708.22582	26.50975	26.08587	25.54126	25.33586	25.30585	25.07186	24.48605	24.0346	23.82172	23.37762	23.00693	22.84544	22.57751	22.2949
710.72507	26.51342	26.09321	25.55594	25.35788	25.32787	25.09388	24.51174	24.06029	23.85842	23.42166	23.03629	22.8748	22.59586	22.31325
713.22532	26.52076	26.1079	25.5743	25.37623	25.35724	25.12691	24.54477	24.097	23.89146	23.45837	23.08033	22.90783	22.62522	22.33161
715.72557	26.52077	26.10423	25.58531	25.39092	25.37192	25.13793	24.56679	24.11902	23.9245	23.48774	23.11705	22.94088	22.6546	22.34263
718.22582	26.52069	26.11149	25.59257	25.40919	25.38285	25.15987	24.59241	24.15565	23.95746	23.52438	23.15001	22.96283	22.67655	22.35724
720.72607	26.52069	26.11883	25.60358	25.41653	25.40121	25.17455	24.6181	24.17767	23.98315	23.55006	23.17202	22.98851	22.68388	22.37558
723.22632	26.52428	26.12977	25.62553	25.44948	25.42315	25.20017	24.64371	24.21062	24.01611	23.57935	23.20132	23.02148	22.71685	22.3902
725.72657	26.52054	26.13336	25.63279	25.45675	25.44142	25.21844	24.673	24.23624	24.04539	23.61231	23.2306	23.05443	22.74246	22.4048
728.22582	26.53163	26.14445	25.64021	25.48252	25.45619	25.24054	24.70244	24.26568	24.07116	23.6344	23.25636	23.06918	22.75721	22.41588
730.72607	26.53155	26.14804	25.65481	25.48611	25.46345	25.24413	24.71337	24.28028	24.09311	23.66369	23.27097	23.0948	22.76815	22.42682
733.22632	26.5353	26.15546	25.66223	25.50821	25.48188	25.26991	24.74281	24.3134	24.11887	23.68578	23.30775	23.12424	22.79759	22.4379
735.72657	26.52788	26.15539	25.6695	25.52282	25.50383	25.28818	24.75375	24.33534	24.14448	23.71507	23.32969	23.13884	22.81219	22.45618
738.22682	26.53515	26.16265	25.67676	25.53375	25.51109	25.29912	24.77937	24.35729	24.1701	23.73701	23.35898	23.16813	22.83046	22.47812
740.72707	26.54249	26.16632	25.68778	25.5521	25.52577	25.31747	24.79772	24.39032	24.19212	23.77371	23.39201	23.20116	22.85983	22.48913
743.22732	26.53882	26.16632	25.69145	25.5521	25.53311	25.32848	24.81607	24.405	24.21047	23.78472	23.41403	23.22318	22.88552	22.51849
745.72657	26.54241	26.17359	25.69871	25.5557	25.54404	25.33207	24.81966	24.41226	24.23242	23.80667	23.4323	23.24145	22.90012	22.52209
